,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.40339265436649374,0.18294980786914844,-145.76,137.48,0.40339265436649374,0.03417892508590469,-145.76,137.48,0.40339265436649374,0.05871191766653832,-145.76,137.48,0.40339265436649374,0.050412130252604485,-145.76,137.48,0.40339265436649374,37.90370691471724,-145.76,137.48,0.40339265436649374,0.04805915787473411,-145.76,137.48,0.40339265436649374,1.7227519591411258e-05,-145.76,137.48,0.40339265436649374,0.006702837870687727,-145.76,137.48,0.40339265436649374,1.4782050223671723e-05,-145.76,137.48,0.40339265436649374,2.6444262717347886,-145.76,137.48,0.40339265436649374,0.006644604241808922,-145.76,137.48,0.14027149321266968,0.0014433134433134483,False,True,False
0,0.6149339710827539,0.07462615102446417,-224.11,265.23,0.6149339710827539,0.025807736367430698,-224.11,265.23,0.6149339710827539,0.07251165950726161,-224.11,265.23,0.6149339710827539,0.00899227886111459,-224.11,265.23,0.6149339710827539,54.85401825753311,-224.11,265.23,0.6149339710827539,0.03399562441460512,-224.11,265.23,0.6149339710827539,1.3464175267195753e-05,-224.11,265.23,0.6149339710827539,0.009247934773064901,-224.11,265.23,0.6149339710827539,1.1552917642260661e-05,-224.11,265.23,0.6149339710827539,2.5140756579848,-224.11,265.23,0.6149339710827539,0.008249271041481439,-224.11,265.23,0.12210288298473713,0.0010228343439352846,False,True,False
0,0.5439240487766158,0.09312297591307729,-100.98,230.23,0.5439240487766158,0.008318661820998089,-100.98,230.23,0.5439240487766158,0.026428618749629346,-100.98,230.23,0.5439240487766158,0.030629995055916986,-100.98,230.23,0.5439240487766158,32.950416663128166,-100.98,230.23,0.5439240487766158,0.022613868814035168,-100.98,230.23,0.5439240487766158,2.1467623499828865e-06,-100.98,230.23,0.5439240487766158,0.01273733700137028,-100.98,230.23,0.5439240487766158,1.8420265730857304e-06,-100.98,230.23,0.5439240487766158,2.4385395481085252,-100.98,230.23,0.5439240487766158,0.005532737090139091,-100.98,230.23,0.14027149321266968,0.0005917865917865788,False,True,False
0,0.5400630224357148,0.10007274625479018,-75.9,60.66,0.5400630224357148,0.002914194182710343,-75.9,60.66,0.5400630224357148,0.010305890382564653,-75.9,60.66,0.5400630224357148,0.03876430794948217,-75.9,60.66,0.5400630224357148,19.364489728182193,-75.9,60.66,0.5400630224357148,0.028784752621328662,-75.9,60.66,0.5400630224357148,3.7334919269780317e-06,-75.9,60.66,0.5400630224357148,0.009089520455782154,-75.9,60.66,0.5400630224357148,3.2035177717502862e-06,-75.9,60.66,0.5400630224357148,2.768498717392292,-75.9,60.66,0.5400630224357148,0.009089475317389866,-75.9,60.66,0.1492368569813454,0.0007866014471519147,False,True,False
0,0.5251178318948801,0.06439416199714391,-335.97,205.38,0.5251178318948801,0.022459804910041396,-335.97,205.38,0.5251178318948801,0.04969702042949135,-335.97,205.38,0.5251178318948801,0.014042213937367558,-335.97,205.38,0.5251178318948801,51.991131705809785,-335.97,205.38,0.5251178318948801,0.04830979754917207,-335.97,205.38,0.5251178318948801,1.527057164193616e-05,-335.97,205.38,0.5251178318948801,0.006988482967372845,-335.97,205.38,0.5251178318948801,1.3102893643947149e-05,-335.97,205.38,0.5251178318948801,2.555949411675706,-335.97,205.38,0.5251178318948801,0.006988456454048831,-335.97,205.38,0.08597285067873305,0.0014671814671814824,False,True,False
0,0.5410819605236146,0.07187929516387744,-49.26,52.21,0.5410819605236146,0.0022861274323055856,-49.26,52.21,0.5410819605236146,0.0068300073386727556,-49.26,52.21,0.5410819605236146,0.027004862720054857,-49.26,52.21,0.5410819605236146,17.199304497882707,-49.26,52.21,0.5410819605236146,0.04000247926200845,-49.26,52.21,0.5410819605236146,1.0484539301722346e-06,-49.26,52.21,0.5410819605236146,0.0021466911865748333,-49.26,52.21,0.5410819605236146,8.996244973500768e-07,-49.26,52.21,0.5410819605236146,1.8115907450253355,-49.26,52.21,0.5410819605236146,0.0021466854968451125,-49.26,52.21,0.13574660633484165,0.00116385276018303,False,True,False
0,0.5914450158765759,0.047143537223203365,-94.15,166.46,0.5914450158765759,0.0013701004826589768,-94.15,166.46,0.5914450158765759,0.005389682303103045,-94.15,166.46,0.5914450158765759,0.017498318008964495,-94.15,166.46,0.5914450158765759,29.24500370809746,-94.15,166.46,0.5914450158765759,0.0260128017530655,-94.15,166.46,0.5914450158765759,2.742375591842497e-06,-94.15,166.46,0.5914450158765759,0.00689782174266725,-94.15,166.46,0.5914450158765759,2.3530917213989033e-06,-94.15,166.46,0.5914450158765759,1.7888425224438618,-94.15,166.46,0.5914450158765759,0.006897792059674344,-94.15,166.46,0.14019219898247595,0.0006161811161811533,False,True,False
0,0.5501670980403632,0.0603927031449985,-118.9,70.27,0.5501670980403632,0.0007299311611780531,-118.9,70.27,0.5501670980403632,0.0028873193340972414,-118.9,70.27,0.5501670980403632,0.023245950758915408,-118.9,70.27,0.5501670980403632,26.686624413089078,-118.9,70.27,0.5501670980403632,0.037815996440353064,-118.9,70.27,0.5501670980403632,1.885411133483278e-06,-118.9,70.27,0.5501670980403632,0.005010234340903972,-118.9,70.27,0.5501670980403632,1.6177745101108051e-06,-118.9,70.27,0.5501670980403632,2.40328653835436,-118.9,70.27,0.5501670980403632,0.005010210836386547,-118.9,70.27,0.14027149321266968,0.0011017289182426605,False,True,False
0,0.5666946828811948,0.025632602701714236,-52.63,39.82,0.5666946828811948,0.0015725916805065902,-52.63,39.82,0.5666946828811948,0.006684718295667448,-52.63,39.82,0.5666946828811948,0.009239957576367084,-52.63,39.82,0.5666946828811948,19.39719065895957,-52.63,39.82,0.5666946828811948,0.024712944959424252,-52.63,39.82,0.5666946828811948,2.6331704121072646e-07,-52.63,39.82,0.5666946828811948,0.0003345593228631883,-52.63,39.82,0.5666946828811948,2.2593883624814676e-07,-52.63,39.82,0.5666946828811948,1.9823869532566487,-52.63,39.82,0.5666946828811948,0.0003345585467378406,-52.63,39.82,0.13114754098360654,0.0006981396981397268,False,True,False
0,0.5072224555430529,0.021863755436579802,-63.33,47.93,0.5072224555430529,4.011699923393442e-05,-63.33,47.93,0.5072224555430529,0.0001584681215795537,-63.33,47.93,0.5072224555430529,0.008437107239534246,-63.33,47.93,0.5072224555430529,19.519674573324632,-63.33,47.93,0.5072224555430529,0.04563505488009757,-63.33,47.93,0.5072224555430529,1.7457433398498812e-07,-63.33,47.93,0.5072224555430529,0.0002895984971478685,-63.33,47.93,0.5072224555430529,1.4979327459402054e-07,-63.33,47.93,0.5072224555430529,2.42906348556657,-63.33,47.93,0.5072224555430529,0.00028959793918976627,-63.33,47.93,0.14027149321266968,0.0013667953667953398,False,True,False
