,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.5480748266426012,0.021189260112616768,-128.88,115.64,0.5480748266426012,0.0048231283288614635,-128.88,115.64,0.5480748266426012,0.02023858353861725,-128.88,115.64,0.5480748266426012,0.09650137209819566,-128.88,115.64,0.5480748266426012,38.72994687063271,-128.88,115.64,0.5480748266426012,0.016222624748140988,-128.88,115.64,0.5480748266426012,1.2324182497429587e-06,-128.88,115.64,0.5480748266426012,0.0008461306070411778,-128.88,115.64,0.5480748266426012,1.0574748365604756e-06,-128.88,115.64,0.5480748266426012,0.6969388555818072,-128.88,115.64,0.5480748266426012,0.000846129054667158,-128.88,115.64,0.12662521198417184,0.0004301783017379194,False,True,False
0,0.597244417236098,0.01236450294940045,-95.51,64.11,0.597244417236098,0.0029539313372888396,-95.51,64.11,0.597244417236098,0.014774570954187315,-95.51,64.11,0.597244417236098,0.057780215417096624,-95.51,64.11,0.597244417236098,36.302736134021536,-95.51,64.11,0.597244417236098,0.020265264647211952,-95.51,64.11,0.597244417236098,3.1403638337214084e-07,-95.51,64.11,0.597244417236098,0.0007030745436181966,-95.51,64.11,0.597244417236098,2.6945850018835635e-07,-95.51,64.11,0.597244417236098,0.23522953393448823,-95.51,64.11,0.597244417236098,0.0007030740239523673,-95.51,64.11,0.13574660633484165,0.000423481923481956,False,True,False
0,0.5556840688896321,0.008451570230543824,-95.8,92.87,0.5556840688896321,0.003540679449522297,-95.8,92.87,0.5556840688896321,0.02430411180272225,-95.8,92.87,0.5556840688896321,0.0380536346623307,-95.8,92.87,0.5556840688896321,38.41179853434439,-95.8,92.87,0.5556840688896321,0.013537825795625374,-95.8,92.87,0.5556840688896321,2.7021811720745366e-07,-95.8,92.87,0.5556840688896321,0.00013385120041390535,-95.8,92.87,0.5556840688896321,2.3186029530902186e-07,-95.8,92.87,0.5556840688896321,0.2461023050510486,-95.8,92.87,0.5556840688896321,0.00013385114823152026,-95.8,92.87,0.13566986998304126,0.00016374005364831255,False,True,False
0,0.5680962772382819,0.018757445113204697,-386.4,195.91,0.5680962772382819,0.09677926651718036,-386.4,195.91,0.5680962772382819,0.2714839443758596,-386.4,195.91,0.5680962772382819,0.01776298769631275,-386.4,195.91,0.5680962772382819,67.14685305743637,-386.4,195.91,0.5680962772382819,0.017373144518906872,-386.4,195.91,0.5680962772382819,6.552404462379321e-06,-386.4,195.91,0.5680962772382819,0.019873850556765455,-386.4,195.91,0.5680962772382819,5.622281915557373e-06,-386.4,195.91,0.5680962772382819,0.9855506020373913,-386.4,195.91,0.5680962772382819,0.012834141169761,-386.4,195.91,0.13122171945701358,0.0003796068796068852,False,True,False
0,0.5337552528639453,0.006739878765116092,-120.68,96.25,0.5337552528639453,0.003838262651223181,-120.68,96.25,0.5337552528639453,0.02136587701937235,-120.68,96.25,0.5337552528639453,0.03145235642431504,-120.68,96.25,0.5337552528639453,40.10673253270866,-120.68,96.25,0.5337552528639453,0.01720777260474251,-120.68,96.25,0.5337552528639453,4.210232403004355e-07,-120.68,96.25,0.5337552528639453,0.0006888292131157859,-120.68,96.25,0.5337552528639453,3.612584301780054e-07,-120.68,96.25,0.5337552528639453,1.6787313713671133,-120.68,96.25,0.5337552528639453,0.0006888169289983384,-120.68,96.25,0.12669683257918554,0.0003145413971102058,False,True,False
0,0.6011252030332915,0.008036628426423621,-138.96,102.35,0.6011252030332915,0.007022327861813884,-138.96,102.35,0.6011252030332915,0.031886345385796884,-138.96,102.35,0.6011252030332915,0.033277077366167154,-138.96,102.35,0.6011252030332915,37.05420688685725,-138.96,102.35,0.6011252030332915,0.020067251592543422,-138.96,102.35,0.6011252030332915,1.2192662338747567e-06,-138.96,102.35,0.6011252030332915,0.003978831231734327,-138.96,102.35,0.6011252030332915,1.0461897668744596e-06,-138.96,102.35,0.6011252030332915,0.5620836024004671,-138.96,102.35,0.6011252030332915,0.003912285530063117,-138.96,102.35,0.13566986998304126,0.0004089154089154383,False,True,False
0,0.5400205527273204,0.006165364826263364,-225.37,196.91,0.5400205527273204,0.013372790949838533,-225.37,196.91,0.5400205527273204,0.03904315921547018,-225.37,196.91,0.5400205527273204,0.028501757645882593,-225.37,196.91,0.5400205527273204,48.94405618852801,-225.37,196.91,0.5400205527273204,0.01367388776506309,-225.37,196.91,0.5400205527273204,1.7782722375291137e-06,-225.37,196.91,0.5400205527273204,0.0066262845386867615,-225.37,196.91,0.5400205527273204,1.5258441232376556e-06,-225.37,196.91,0.5400205527273204,1.0629453489300495,-225.37,196.91,0.5400205527273204,0.006626254686844383,-225.37,196.91,0.13574660633484165,8.872258413540156e-05,False,True,False
0,0.5982324373342177,0.005643534586218708,-75.57,57.74,0.5982324373342177,0.0013093787886286734,-75.57,57.74,0.5982324373342177,0.0060032878711673435,-75.57,57.74,0.5982324373342177,0.025414999671662077,-75.57,57.74,0.5982324373342177,34.59441272775467,-75.57,57.74,0.5982324373342177,0.01423537456944394,-75.57,57.74,0.5982324373342177,2.6145525525195176e-07,-75.57,57.74,0.5982324373342177,0.0005526641399025642,-75.57,57.74,0.5982324373342177,2.2434133328770504e-07,-75.57,57.74,0.5982324373342177,0.3486350901976084,-75.57,57.74,0.5982324373342177,0.0005526488555808109,-75.57,57.74,0.14471452798191067,0.0002539487539487562,False,True,False
0,0.57023251064647,0.005411036082998678,-74.82,48.43,0.57023251064647,0.002072818274514177,-74.82,48.43,0.57023251064647,0.008398380588980838,-74.82,48.43,0.57023251064647,0.02433944903822176,-74.82,48.43,0.57023251064647,35.20049659346712,-74.82,48.43,0.57023251064647,0.011699049901381129,-74.82,48.43,0.57023251064647,2.1607038506572316e-07,-74.82,48.43,0.57023251064647,0.00014162179269594803,-74.82,48.43,0.57023251064647,1.853989059157385e-07,-74.82,48.43,0.57023251064647,0.5004907300566175,-74.82,48.43,0.57023251064647,0.0001416187435932882,-74.82,48.43,0.14479638009049775,0.00016883438901784935,False,True,False
0,0.5548627613774878,0.0038870431361847945,-77.15,49.02,0.5548627613774878,0.0014981409042395045,-77.15,49.02,0.5548627613774878,0.004760461401708293,-77.15,49.02,0.5548627613774878,0.01635606835084024,-77.15,49.02,0.5548627613774878,37.00266065118989,-77.15,49.02,0.5548627613774878,0.010756620941694453,-77.15,49.02,0.5548627613774878,1.7450964331146764e-07,-77.15,49.02,0.5548627613774878,0.0003529226239747969,-77.15,49.02,0.5548627613774878,1.4973776684782898e-07,-77.15,49.02,0.5548627613774878,0.6114422330531593,-77.15,49.02,0.5548627613774878,0.00035291580913623266,-77.15,49.02,0.14471452798191067,0.00016023166023167266,False,True,False
0,0.5477989574118796,0.0016045021021199705,-223.43,334.89,0.5477989574118796,0.004656776932518611,-223.43,334.89,0.5477989574118796,0.016434057402733893,-223.43,334.89,0.5477989574118796,0.0052278094162497325,-223.43,334.89,0.5477989574118796,51.50270687085942,-223.43,334.89,0.5477989574118796,0.01511826654980936,-223.43,334.89,0.5477989574118796,2.1353805382594393e-06,-223.43,334.89,0.5477989574118796,0.009784774451315481,-223.43,334.89,0.5477989574118796,1.8322604247067002e-06,-223.43,334.89,0.5477989574118796,1.4799459629597798,-223.43,334.89,0.5477989574118796,0.00586458661504028,-223.43,334.89,0.13574660633484165,0.00020665870207155085,False,True,False
0,0.5912271817406287,0.006590271093689553,-170.23,153.82,0.5912271817406287,0.004387797652704505,-170.23,153.82,0.5912271817406287,0.027360947547122507,-170.23,153.82,0.5912271817406287,0.03126772317358835,-170.23,153.82,0.5912271817406287,48.378312080939224,-170.23,153.82,0.5912271817406287,0.01867017950180516,-170.23,153.82,0.5912271817406287,4.422810445591877e-06,-170.23,153.82,0.5912271817406287,0.013927100644034768,-170.23,153.82,0.5912271817406287,3.794986607887139e-06,-170.23,153.82,0.5912271817406287,1.1450417019183217,-170.23,153.82,0.5912271817406287,0.011526589696651554,-170.23,153.82,0.14932126696832582,0.0003048438048437791,False,True,False
0,0.55126863979147,0.003336093518859367,-184.5,194.15,0.55126863979147,0.005412971689434213,-184.5,194.15,0.55126863979147,0.020305032435249278,-184.5,194.15,0.55126863979147,0.016724267203260326,-184.5,194.15,0.55126863979147,33.335765067019615,-184.5,194.15,0.55126863979147,0.016621453825483586,-184.5,194.15,0.55126863979147,1.4351261941066575e-06,-184.5,194.15,0.55126863979147,0.0059250542763913654,-184.5,194.15,0.55126863979147,1.2314081180420022e-06,-184.5,194.15,0.55126863979147,0.6872565873510038,-184.5,194.15,0.55126863979147,0.00446067374453825,-184.5,194.15,0.14471452798191067,-2.9303699028468007e-06,False,True,False
