,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_phasic_mean,EDA_phasic_std,EDA_phasic_min,EDA_phasic_max,EDA_smna_mean,EDA_smna_std,EDA_smna_min,EDA_smna_max,EDA_tonic_mean,EDA_tonic_std,EDA_tonic_min,EDA_tonic_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,Resp_mean,Resp_std,Resp_min,Resp_max,0_mean,0_std,0_min,0_max,BVP_peak_freq,TEMP_slope,0,1,2
0,0.6145381051147842,0.006140111721851497,-153.86,145.64,0.6145381051147842,0.008400390511876223,-153.86,145.64,0.6145381051147842,0.02356148169382019,-153.86,145.64,0.6145381051147842,0.008915640715491429,-153.86,145.64,0.6145381051147842,49.470032940922394,-153.86,145.64,0.6145381051147842,0.015278174360864935,-153.86,145.64,0.6145381051147842,7.101215578226154e-06,-153.86,145.64,0.6145381051147842,0.015620108819509867,-153.86,145.64,0.6145381051147842,6.093188562025603e-06,-153.86,145.64,0.6145381051147842,3.556545857543441,-153.86,145.64,0.6145381051147842,0.012176258648044192,-153.86,145.64,0.14019219898247595,-3.3345033345028267e-06,False,True,False
0,0.4928165002277093,0.005434019250609337,-79.6,107.41,0.4928165002277093,0.00316442369805381,-79.6,107.41,0.4928165002277093,0.01121739992409534,-79.6,107.41,0.4928165002277093,0.00835728982108628,-79.6,107.41,0.4928165002277093,24.51155156102212,-79.6,107.41,0.4928165002277093,0.01821814552709103,-79.6,107.41,0.4928165002277093,4.726921387328459e-06,-79.6,107.41,0.4928165002277093,0.005321714073323307,-79.6,107.41,0.4928165002277093,4.055928596109252e-06,-79.6,107.41,0.4928165002277093,3.132537185157466,-79.6,107.41,0.4928165002277093,0.005321706157865147,-79.6,107.41,0.13122171945701358,0.00019187160471563733,False,True,False
0,0.5407007511482025,0.003045382226815495,-136.38,154.81,0.5407007511482025,0.004774116119779451,-136.38,154.81,0.5407007511482025,0.017127920200631207,-136.38,154.81,0.5407007511482025,0.004655221295433089,-136.38,154.81,0.5407007511482025,32.591693815698946,-136.38,154.81,0.5407007511482025,0.01807558371745468,-136.38,154.81,0.5407007511482025,4.2349414808010505e-06,-136.38,154.81,0.5407007511482025,0.008231539421092247,-136.38,154.81,0.5407007511482025,3.6337858930499476e-06,-136.38,154.81,0.5407007511482025,3.01370918636419,-136.38,154.81,0.5407007511482025,0.007195755325104046,-136.38,154.81,0.12669683257918554,0.0003653913653913576,False,True,False
0,0.5362321004657956,0.004786704321257906,-103.07,132.43,0.5362321004657956,0.0040471292646191235,-103.07,132.43,0.5362321004657956,0.018385436752706583,-103.07,132.43,0.5362321004657956,0.007714634021941264,-103.07,132.43,0.5362321004657956,31.61560734525768,-103.07,132.43,0.5362321004657956,0.023027113016708692,-103.07,132.43,0.5362321004657956,4.16646074412377e-06,-103.07,132.43,0.5362321004657956,0.0068656527526048455,-103.07,132.43,0.5362321004657956,3.575026088218713e-06,-103.07,132.43,0.5362321004657956,2.7303261055297936,-103.07,132.43,0.5362321004657956,0.006342036840941748,-103.07,132.43,0.12662521198417184,-0.0006109595834366346,False,True,False
0,0.34772679508809623,0.0016279478080637715,-58.62,64.31,0.34772679508809623,0.0012055885827473398,-58.62,64.31,0.34772679508809623,0.004837233426534451,-58.62,64.31,0.34772679508809623,0.0030726921875726056,-58.62,64.31,0.34772679508809623,20.135385596806984,-58.62,64.31,0.34772679508809623,0.01799999098197032,-58.62,64.31,0.34772679508809623,1.3967356619605133e-06,-58.62,64.31,0.34772679508809623,0.0018822679243542348,-58.62,64.31,0.34772679508809623,1.1984671731029118e-06,-58.62,64.31,0.34772679508809623,4.088500788370385,-58.62,64.31,0.34772679508809623,0.0018822652700085953,-58.62,64.31,0.12217194570135748,0.00044752544752543776,False,True,False
0,0.7967268917192581,0.0048181845147019405,-101.96,132.13,0.7967268917192581,0.005171934042381166,-101.96,132.13,0.7967268917192581,0.019238252875615286,-101.96,132.13,0.7967268917192581,0.004901121176705914,-101.96,132.13,0.7967268917192581,25.76090592961491,-101.96,132.13,0.7967268917192581,0.014753063836436627,-101.96,132.13,0.7967268917192581,2.592023370319177e-06,-101.96,132.13,0.7967268917192581,0.00441341254344141,-101.96,132.13,0.7967268917192581,2.22408219811812e-06,-101.96,132.13,0.7967268917192581,3.2844462787717092,-101.96,132.13,0.7967268917192581,0.004103300249335216,-101.96,132.13,0.14471452798191067,-0.00010387034240245027,False,True,False
0,0.48087033770481663,0.003820745631878837,-90.37,96.76,0.48087033770481663,0.005423765306296387,-90.37,96.76,0.48087033770481663,0.013981945410426471,-90.37,96.76,0.48087033770481663,0.007782090300869951,-90.37,96.76,0.48087033770481663,25.43863357451867,-90.37,96.76,0.48087033770481663,0.011182789657068518,-90.37,96.76,0.48087033770481663,3.633801926343081e-06,-90.37,96.76,0.48087033770481663,0.004876713228475537,-90.37,96.76,0.48087033770481663,3.1179788995775103e-06,-90.37,96.76,0.48087033770481663,3.0338097254113467,-90.37,96.76,0.48087033770481663,0.0048766994996963745,-90.37,96.76,0.12217194570135748,9.582309582309377e-05,False,True,False
0,0.5675665829090163,0.0054163361201059945,-186.6,231.46,0.5675665829090163,0.003774387890282012,-186.6,231.46,0.5675665829090163,0.01472288368170534,-186.6,231.46,0.5675665829090163,0.010999313145473054,-186.6,231.46,0.5675665829090163,38.1368531226176,-186.6,231.46,0.5675665829090163,0.01808702562246636,-186.6,231.46,0.5675665829090163,6.803165359479782e-06,-186.6,231.46,0.5675665829090163,0.009736122650409797,-186.6,231.46,0.5675665829090163,5.837446969087189e-06,-186.6,231.46,0.5675665829090163,3.373481308195635,-186.6,231.46,0.5675665829090163,0.008884159205110103,-186.6,231.46,0.07692307692307693,-9.593580235781866e-05,False,True,False
0,0.5351351924325156,0.002343871540772876,-81.45,146.35,0.5351351924325156,0.003904983481601688,-81.45,146.35,0.5351351924325156,0.011617008802199204,-81.45,146.35,0.5351351924325156,0.004014487274082505,-81.45,146.35,0.5351351924325156,23.55476470313792,-81.45,146.35,0.5351351924325156,0.019036102121883832,-81.45,146.35,0.5351351924325156,2.999440255410302e-06,-81.45,146.35,0.5351351924325156,0.00427567221636634,-81.45,146.35,0.5351351924325156,2.5736657133440373e-06,-81.45,146.35,0.5351351924325156,3.23104781406434,-81.45,146.35,0.5351351924325156,0.004275660716260741,-81.45,146.35,0.13566986998304126,0.00046595296595295624,False,True,False
0,0.6159427450457405,0.003216936831253149,-62.68,122.13,0.6159427450457405,0.0036449104752734195,-62.68,122.13,0.6159427450457405,0.016257676861250354,-62.68,122.13,0.6159427450457405,0.001900642895908023,-62.68,122.13,0.6159427450457405,26.234772118981063,-62.68,122.13,0.6159427450457405,0.014753063836436627,-62.68,122.13,0.6159427450457405,3.872874494015481e-06,-62.68,122.13,0.6159427450457405,0.0056961916192067065,-62.68,122.13,0.6159427450457405,3.3231147976203976e-06,-62.68,122.13,0.6159427450457405,2.6757965703127935,-62.68,122.13,0.6159427450457405,0.0056961725913587235,-62.68,122.13,0.13122171945701358,6.203367671257447e-05,False,True,False
